CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,"3,172.05",-,225,"2,585.75","2,857.25",225,"46,300.00",90,4.90,6.10,"1,890",-2.35,5.45,21.67,"2,33,040","2,471","16,723",
,23,-,-,-,"1,423.75",-,225,"2,509.85","2,757.05",225,"46,400.00",60,5.40,5.80,135,-3.05,5.40,20.92,"2,64,680","7,466","25,725",
,296,-61,164,25.55,"2,510.55",-306.90,15,"2,510.00","2,529.95",30,"46,500.00","1,755",6.30,7.10,300,-2.85,6.40,20.68,"12,04,091","-12,279","83,924",
,61,-4,9,26.38,"2,420.00",-410.00,60,"2,350.45","2,452.70",60,"46,600.00",30,7.40,7.55,30,-2.95,7.50,20.41,"3,59,920","-1,628","13,258",
,49,-,-,-,"2,947.15",-,225,"2,213.80","2,474.45",225,"46,700.00",630,7.50,10.00,45,-3.90,7.50,19.66,"3,98,871",-117,"25,721",
,84,-14,36,18.87,"2,195.00",-478.15,60,"2,202.55","2,227.50",60,"46,800.00",15,7.65,9.45,795,-3.00,9.40,19.58,"5,15,611","-1,661","28,582",
,46,-4,4,-,"2,050.00",-399.90,60,"2,100.80","2,130.65",60,"46,900.00",90,9.80,12.55,900,-3.05,10.85,19.25,"4,28,742","5,066","22,085",
,"2,006",225,"2,179",22.50,"2,019.00",-329.65,"1,470","2,005.05","2,028.35",240,"47,000.00",360,10.65,12.50,105,-4.80,10.65,18.40,"24,68,214","29,082","1,34,272",
,138,10,83,25.56,"1,951.25",-283.75,285,"1,809.40","1,959.00",75,"47,100.00",60,12.15,12.90,90,-4.60,12.20,18.02,"4,50,577","6,131","18,044",
,93,-4,32,25.18,"1,857.75",-297.25,60,"1,809.60","1,854.65",30,"47,200.00",390,11.95,17.05,120,-0.60,18.00,18.48,"5,04,306","11,458","33,445",
,139,-33,375,24.68,"1,763.70",-266.10,60,"1,660.05","1,758.75",120,"47,300.00","9,360",11.00,16.95,150,-5.75,15.00,17.02,"4,82,192","7,518","30,809",
,165,-86,181,23.85,"1,666.50",-316.45,60,"1,556.25","1,640.25",60,"47,400.00",15,12.25,21.45,90,-10.60,13.00,15.76,"4,44,693","1,929","18,186",
,"7,504",-335,"2,417",18.94,"1,528.25",-334.25,"1,725","1,494.95","1,537.30",315,"47,500.00",510,20.20,23.00,60,-3.15,23.50,16.79,"18,31,823","7,207","77,191",
,160,3,211,21.50,"1,464.90",-315.25,60,"1,382.50","1,455.50",60,"47,600.00",15,24.35,27.25,390,-5.20,24.80,16.08,"5,63,478","5,459","16,791",
,266,40,348,19.09,"1,350.05",-356.35,510,"1,300.30","1,347.40",45,"47,700.00",390,30.25,32.05,135,-2.05,32.05,16.09,"6,67,063",-12,"20,438",
,574,31,666,18.00,"1,250.00",-331.50,165,"1,236.90","1,256.60",45,"47,800.00",390,36.40,38.60,390,-2.65,37.10,15.69,"7,53,574","6,852","24,867",
,536,70,"1,211",17.28,"1,154.50",-322.15,615,"1,052.25","1,219.95",525,"47,900.00",60,44.70,46.50,375,0.60,46.50,15.62,"7,61,612","6,238","19,018",
,"18,899",466,"47,799",16.28,"1,056.10",-338.25,15,"1,052.90","1,068.95",15,"48,000.00",420,53.55,55.55,30,0.30,53.60,15.19,"26,41,720","10,067","1,05,469",
,854,290,"6,274",16.73,978.50,-323.60,"2,265",951.65,"1,032.95",225,"48,100.00",60,65.45,67.35,390,6.10,67.55,15.19,"8,31,032",551,"23,790",
,"2,088",45,"14,775",16.63,896.00,-320.20,240,868.85,907.55,15,"48,200.00",15,79.75,81.30,60,7.65,79.85,14.89,"11,51,687","11,274","40,804",
,"3,143","1,295","19,969",16.07,808.50,-317.90,240,780.95,812.65,60,"48,300.00",60,95.10,98.25,60,10.60,94.35,14.59,"11,05,360","2,266","27,761",
,"3,991",588,"37,163",15.85,729.00,-307.55,180,704.50,729.00,45,"48,400.00",450,116.30,118.35,60,20.30,118.35,14.69,"12,73,724","-4,565","23,694",
,"20,626","5,285","2,80,847",15.09,642.20,-314.35,90,643.30,651.60,15,"48,500.00",30,138.05,141.00,60,24.10,138.25,14.36,"30,23,581","15,712","1,08,817",
,"8,111","2,047","2,33,861",15.19,575.00,-300.10,"1,440",575.00,578.90,90,"48,600.00",120,165.45,169.00,45,31.65,165.45,14.23,"16,88,197","7,154","29,442",
,"11,424","5,865","6,40,912",15.21,510.60,-293.55,240,505.00,510.60,585,"48,700.00",840,196.00,200.75,60,41.40,196.55,14.09,"25,22,819","11,390","46,101",
,"21,603","14,686","13,14,939",14.97,445.00,-277.05,630,440.20,445.00,90,"48,800.00",135,232.40,238.00,75,57.30,238.00,14.23,"33,69,592","17,475","46,444",
,"26,480","20,694","13,91,958",14.91,387.45,-262.75,375,381.20,387.45,"14,625","48,900.00",570,274.00,279.00,60,64.75,274.05,13.90,"27,94,182","3,257","34,149",
,"1,08,808","59,274","28,44,074",14.66,330.30,-253.60,240,330.30,334.75,60,"49,000.00",15,320.30,325.00,630,84.10,325.00,14.02,"47,59,657","-30,509","98,176",
,"35,448","20,289","14,17,544",14.85,287.80,-230.40,525,283.00,287.45,390,"49,100.00",60,375.00,379.95,45,96.20,375.05,13.88,"20,87,375","-6,177","28,267",
,"52,973","14,969","19,34,548",14.73,243.00,-215.70,"1,200",240.00,244.30,45,"49,200.00",45,429.10,436.05,30,117.40,436.10,14.01,"20,96,819","-32,565","28,272",
,"65,075","5,362","18,77,878",14.61,202.70,-201.30,825,202.00,205.00,15,"49,300.00",15,493.05,497.95,45,127.40,490.25,13.60,"18,63,213","-19,335","32,641",
,"87,292","10,403","21,84,286",14.63,170.00,-183.35,"1,875",170.00,173.20,390,"49,400.00",375,562.65,566.25,75,156.70,566.25,14.01,"15,29,861","-18,051","24,016",
,"2,36,889","60,130","43,42,520",14.68,142.00,-163.25,960,141.00,144.05,15,"49,500.00","1,215",631.65,636.95,30,168.20,631.65,13.67,"21,27,937","-12,164","98,009",
,"94,601","35,391","21,59,698",14.74,118.00,-144.10,"1,035",118.00,120.35,390,"49,600.00",15,706.35,710.00,60,190.55,711.90,13.90,"8,45,005","-2,053","14,559",
,"71,043","16,311","14,97,785",14.85,98.10,-126.05,150,98.10,100.00,255,"49,700.00",60,785.00,795.00,30,200.50,785.80,13.54,"3,36,784","-1,018","10,023",
,"73,467","12,271","14,19,132",14.91,80.50,-109.65,150,80.70,82.40,75,"49,800.00",15,866.30,878.95,450,225.45,875.85,14.02,"1,49,135",-573,"17,220",
,"62,697","12,425","11,51,887",15.17,68.15,-92.10,90,66.25,67.90,60,"49,900.00",30,945.90,960.00,75,232.80,954.00,13.39,"90,135","-1,212","5,865",
,"1,75,488","8,604","25,56,194",15.12,54.05,-79.05,90,54.35,55.90,30,"50,000.00",150,"1,040.00","1,049.00",90,256.40,"1,044.00",13.47,"1,49,943","-1,430","13,228",
,"46,481","14,344","8,03,336",15.30,44.75,-65.95,60,44.75,45.60,60,"50,100.00",60,"1,128.85","1,142.45",30,265.20,"1,132.35",13.12,"13,575",212,"2,441",
,"45,107","6,685","8,32,647",15.48,37.00,-54.50,90,37.00,38.00,555,"50,200.00",60,"1,221.00","1,233.00",15,275.70,"1,224.65",12.92,"10,198",406,"2,784",
,"37,693","5,586","8,56,071",15.57,29.85,-45.90,90,30.00,31.60,390,"50,300.00",735,"1,309.40","1,328.40",60,278.25,"1,315.50",11.94,"4,771",-130,"1,345",
,"43,740",780,"6,74,877",15.82,25.05,-37.35,"2,445",25.00,30.00,30,"50,400.00",45,"1,409.85","1,445.00",30,303.70,"1,412.35",11.75,"2,551",294,"1,296",
,"1,11,949","4,615","13,53,212",16.21,21.95,-29.35,15,20.95,22.25,510,"50,500.00",90,"1,505.00","1,518.00",30,303.50,"1,510.70",11.80,"21,732","-2,585","3,828",
,"39,372","13,133","5,74,220",16.37,18.00,-25.05,60,17.60,18.90,480,"50,600.00",60,"1,570.45","1,619.05",30,318.50,"1,605.50",-,553,75,312,
,"34,997","8,538","5,62,743",16.95,16.80,-19.35,30,14.50,16.80,810,"50,700.00",30,"1,694.85","1,786.20",225,291.25,"1,682.85",-,167,10,62,
,"55,598","25,274","6,50,210",16.86,12.75,-17.75,600,12.05,13.00,150,"50,800.00",60,"1,790.35","1,831.40",60,310.20,"1,786.00",-,342,13,56,
,"26,355","3,898","4,91,364",17.42,10.35,-15.80,90,10.95,12.55,15,"50,900.00",60,"1,887.70","1,997.00",225,250.15,"1,870.65",-,48,7,24,
,"1,46,332","40,130","15,56,310",17.38,9.20,-13.40,270,9.20,10.00,"4,140","51,000.00",210,"1,989.20","2,007.15",15,319.45,"1,998.30",-,"1,127",-37,585,
,"37,011","8,404","4,65,550",17.63,7.80,-11.65,"1,305",7.80,9.00,"1,980","51,100.00",225,"1,952.50","2,210.80",225,-,"1,381.60",-,-,-,1,
,"42,037","11,858","4,92,481",18.36,7.90,-9.00,225,7.90,8.70,195,"51,200.00",15,"2,176.00","2,281.25",225,362.65,"2,191.75",-,6,-,11,
,"51,837","19,599","4,56,449",18.89,7.50,-7.55,60,7.50,7.65,90,"51,300.00",225,"2,180.35","2,396.35",225,270.20,"2,147.95",-,17,5,13,
,"31,659","-3,139","4,28,777",19.49,7.30,-5.90,75,7.20,7.80,"1,800","51,400.00",225,"2,240.15","2,508.70",225,0.40,"2,044.00",-,-,-,8,
,"1,36,616","29,720","10,93,648",19.67,6.15,-5.55,270,6.15,6.55,120,"51,500.00",30,"2,484.50","2,520.85",60,483.15,"2,643.15",37.27,23,2,128,
,"18,601","-22,522","4,06,671",20.35,6.20,-4.45,90,5.95,6.20,570,"51,600.00",225,"2,453.90","2,698.30",225,"-1,198.60","2,559.60",-,2,1,1,
,"37,884","16,591","3,89,165",20.68,5.45,-4.00,195,5.50,6.05,360,"51,700.00",225,"2,506.45","2,804.40",225,"-1,296.25","2,551.65",-,2,-,-,
,"48,937","15,304","4,21,878",21.29,5.50,-3.25,255,5.40,5.50,"2,670","51,800.00",225,"2,582.10","2,898.90",225,-,-,-,-,-,-,
,"34,514","8,272","2,67,584",22.03,5.70,-2.30,105,5.40,5.85,480,"51,900.00",225,"2,737.05","3,008.95",225,-,-,-,-,-,-,
,"1,75,542","42,382","10,48,351",22.39,5.70,-1.40,60,5.15,5.70,120,"52,000.00",150,"2,948.05","3,015.90",120,366.45,"2,930.90",-,166,-2,106,
,"18,221","3,357","1,56,975",22.80,4.85,-1.95,45,4.80,6.10,180,"52,100.00",225,"2,525.05","3,348.80",225,-,"2,494.45",-,-,-,1,
,"38,988","14,265","2,34,245",23.33,4.70,-1.60,375,4.40,4.70,150,"52,200.00",225,"2,604.95","3,455.30",225,-,-,-,-,-,-,
,"27,775","-4,508","1,72,439",23.90,4.65,-1.15,195,4.55,4.65,105,"52,300.00",225,"2,769.05","3,560.40",225,-,-,-,-,-,-,
,"21,255","1,123","1,89,087",24.74,5.00,-0.70,90,4.55,4.90,300,"52,400.00",225,"2,849.20","3,733.00",225,-,-,-,-,-,-,
,"89,745","-4,694","5,80,822",25.18,4.35,-1.05,90,4.35,4.85,600,"52,500.00",225,"3,343.50","3,638.50",225,-,"2,989.30",-,-,-,12,
,"1,24,595","1,202","5,23,463",27.67,4.10,-0.55,"5,145",4.10,4.35,"7,515","53,000.00",225,"3,821.25","4,104.55",225,-1.60,"3,625.00",-,-,-,51,
,"45,955","4,321","3,00,459",30.58,4.15,-0.10,90,4.15,4.20,75,"53,500.00",225,"4,242.55","4,999.05",225,-,-,-,-,-,-,
,"78,982","3,543","3,59,410",33.26,4.00,-,600,4.05,4.30,900,"54,000.00",225,"4,464.70","5,637.40",225,-,"4,392.05",-,-,-,1,
,"43,817","6,303","1,77,133",36.07,4.05,0.20,"5,580",4.05,4.15,"7,215","54,500.00",225,"4,859.25","6,267.00",225,-,"4,610.90",-,-,-,3,
,"57,903","-2,466","1,36,082",38.46,3.75,0.40,"1,560",3.70,4.00,510,"55,000.00",225,"4,717.90","6,822.95",225,-,-,-,-,-,-,
,"25,921","-6,546","1,28,516",40.61,3.35,0.15,45,3.15,3.35,30,"55,500.00",225,"6,241.65","7,083.85",225,-,"6,100.00",-,-,-,1,
,"43,273","15,921","1,38,970",43.46,3.55,0.70,270,3.25,3.45,300,"56,000.00",225,"6,597.80","7,898.35",225,-,-,-,-,-,-,
,"18,015","-2,400","1,20,149",44.99,2.85,0.30,"1,365",2.85,3.05,465,"56,500.00",225,"7,228.50","8,064.15",225,-,-,-,-,-,-,
,"65,574","24,813","2,36,904",47.29,2.75,0.25,900,2.70,2.75,615,"57,000.00",225,"7,531.45","8,469.75",300,-200.00,"7,400.00",-,7,-5,3,
